epoch,train_loss,val_mae_cm,val_rmse_cm,val_mape_percent,val_bias_cm,val_r2,val_n
1,31.586679404770283,29.085999001117486,29.543293128459094,85.58846426090653,-29.085999001117486,-31.895838375925436,3639
2,25.850151926411915,21.948154749926644,22.66565462571994,63.96343137457596,-21.948154749926644,-18.362422197368602,3639
3,17.74223369723089,13.812843503713543,14.794646937173082,39.61086929301419,-13.810297402420945,-7.249589966234419,3639
4,8.406974780435547,4.841708276061508,5.960795239375892,13.530268010942578,-4.511705239482816,-0.3391571954080894,3639
5,3.447483559774254,3.530887269357889,4.457784654794446,9.938664684293444,-2.961792323444531,0.2510353470151211,3639
6,2.841052570987775,2.7712279081541156,3.554062543016594,7.920376833649258,-1.5997823472532737,0.5239272930723081,3639
7,2.636265302483784,2.5374852400882193,3.262941768599108,7.338818673949876,-1.2317788857095482,0.5987252815435602,3639
8,2.5622015087955243,2.398974220252817,3.1199071126490443,7.018845892197483,-0.7541434489032927,0.6331348313061865,3639
9,2.430169546940706,2.2681435875658087,2.927773504735197,6.696903853514136,-0.5841899299464339,0.6769289042939743,3639
10,2.398319795085629,2.468655230613094,3.1904899508186384,7.114030235026593,-1.4508818474140885,0.6163476045616165,3639
11,2.292048102147866,2.2289355325974025,2.913825161709726,6.514301160599854,-0.7922315830776868,0.6799998878275683,3639
12,2.2368914847211,2.1662420470428256,2.8678208170540707,6.46122440299457,-0.1789395860932495,0.6900246365607132,3639
13,2.176176100393638,2.0351554229057043,2.6543259944241866,6.045967704182114,-0.36385690762990774,0.7344589473455306,3639
14,2.163860989183763,2.497662642526902,3.190241191567239,7.126670920751334,-1.8271495188026188,0.6164074282022436,3639
15,2.0910875042692867,2.324362066886883,2.973694718946246,6.65750681193247,-1.4753728081938262,0.6667148870223895,3639
16,2.034109946877251,1.9412724279250113,2.5397859898028132,5.701035554773727,-0.7764864625692302,0.7568818409949796,3639
17,2.0065333000086745,2.7632179438461804,3.376580842386722,7.928269676079487,-2.3769806665062543,0.5702880252794107,3639
18,1.991891176881266,2.296781384771294,2.897613568494078,6.576598276295499,-1.5514219341188973,0.6835507393539683,3639
19,1.9383080278427782,2.3712447780473904,3.0146350684582206,6.779211607151793,-1.7273285905880469,0.6574747075271086,3639
20,1.9522394629148283,1.799904128554497,2.3480453332328173,5.32379850539365,-0.41701550023769995,0.7922045149368865,3639
21,1.8549405968738346,1.8769437952924803,2.433215639110993,5.610894356024076,-0.3704118448222329,0.7768564436324266,3639
22,1.8610201971314815,2.123830218208986,2.7245715819875405,6.1019347481656885,-1.4213133180623003,0.7202181116361972,3639
23,1.8622914896323104,2.592524808656714,3.1461257234694813,7.437591924445992,-2.165894392788754,0.6269429090395789,3639
24,1.7994862856872014,2.145008893811005,2.733825914565495,6.121765970431356,-1.6983867293041006,0.7183142586299642,3639
25,1.7890630329877448,1.6496874140199314,2.1509533938343397,4.9745420439042976,0.17508247010686234,0.8256246257346878,3639
26,1.7989891948175643,1.5923979450759405,2.103409064566336,4.692945375963698,-0.46612943925514233,0.8332481601416802,3639
27,1.736320068187912,1.6765651608535503,2.1793968970721087,4.924041356704582,-0.5925599764126545,0.8209823678133028,3639
28,1.736545775124435,1.820457121997654,2.362879373739612,5.281877730431161,-1.0278772635589626,0.7895706786557183,3639
29,1.6986704722910366,1.7364090544471835,2.2702386332863913,5.032793463759749,-0.941113086479252,0.8057476989993366,3639
30,1.7215736388805893,2.1907443334585235,2.7399179194235654,6.315469450891266,-1.7714057968487678,0.7170574537392196,3639
31,1.731654586267684,1.6351670167969623,2.1443023251995896,4.753923291315513,-0.8668714666405888,0.8267013477830825,3639
32,1.7344585106241757,1.6039569767728943,2.086080287205746,4.733108451239935,-0.6336913668346065,0.8359843873996514,3639
33,1.6627916754797698,2.3336164401631723,2.876618852157164,6.704115310609946,-1.9805303569939412,0.6881198052764916,3639
34,1.6563329638201982,1.9339427298063365,2.456913905503041,5.597668784594898,-1.44567000024035,0.772488670290294,3639
35,1.6690500969341215,1.7365200496630604,2.2404827813539456,5.069262186636159,-1.0787155390375425,0.810806429537885,3639
36,1.586965977348509,2.358361680548936,2.8705903962853143,6.731708746616154,-1.9909043318624515,0.6894256340918716,3639
37,1.6414644973239076,1.7574940099923222,2.258914476572489,5.124249790991666,-0.9938372920980556,0.8076807620757103,3639
38,1.6447739425775378,1.5444261215977304,2.042200477019796,4.492799452520494,-0.8443738387554155,0.8428118152331233,3639
39,1.606865711233414,1.9515205555218986,2.463691149611166,5.748324227445316,-1.0182665326694238,0.7712317874726299,3639
40,1.6261619650059964,1.7382816687885567,2.23267137597651,5.068749897037896,-1.1258488592455498,0.8121233701594507,3639
41,1.5736271520249026,1.7327896578359747,2.2132877554846515,5.028685870357582,-1.1134539643759647,0.8153714262208284,3639
42,1.609494092737229,1.8298211345373847,2.3366705131426784,5.3502216968337475,-0.9514769941740359,0.7942129183101507,3639
43,1.596951198436176,2.175501964157117,2.7047100384164895,6.2887264621619865,-1.768245027693591,0.7242823438967273,3639
44,1.5692339200321668,2.0662947306432513,2.5469672810431114,5.961816655513262,-1.6580881421203697,0.7555050552358984,3639
45,1.5537554301974679,1.404184951006498,1.8697576706494219,4.213991415585535,-0.026925695240579486,0.8682369014287008,3639
46,1.5535201512686743,1.7526978400750093,2.254139899082216,5.102139064201353,-1.0484708831610998,0.8084928978930936,3639
47,1.5578172493831186,1.904391308412607,2.3784528663232507,5.456907678615565,-1.469382052042878,0.7867877020137837,3639
48,1.5616048404401692,1.7644720190204937,2.227882876028215,5.092169373480343,-1.1846103442832316,0.8129283990474239,3639
49,1.5147534842654111,1.4440598824614514,1.8977275794562172,4.282631867236462,-0.45563343495712005,0.8642652990403996,3639
50,1.4937522987022798,2.1404198570282915,2.5898100063769625,6.156847032491633,-1.8335644904647956,0.7472105405898548,3639
51,1.5214789439806435,1.8003838532047634,2.2647573912664396,5.20328679827613,-1.3252029413703903,0.8066845683711374,3639
52,1.5019364194033935,1.8345743626413453,2.280295426563037,5.294873064869727,-1.4078319043240464,0.8040228739749898,3639
53,1.5299235267058169,1.8602862613611937,2.3041593630352115,5.359060269732088,-1.4847732396137587,0.7998994980535572,3639
54,1.4605200595345575,1.5531897108513564,2.017132919348297,4.52852742810625,-0.9628135899194946,0.8466470318343639,3639
55,1.4786400178566377,1.9449223284866823,2.4201630880497143,5.589598133929939,-1.6812551592234302,0.7792440500369007,3639
56,1.462407324147614,1.7759388312758833,2.2529948194166973,5.166409804664342,-1.3379453379690533,0.8086874157131871,3639
57,1.453840704410604,1.3736665678011188,1.838880050271838,4.049181141206672,-0.5333779888776804,0.8725529009400124,3639
58,1.478644681012294,1.5445197273919005,2.0505752553455565,4.472578185679538,-0.993946701787795,0.8415199583003738,3639
59,1.4662093136675467,1.5854117667881398,2.067353482536484,4.674501779640754,-0.839171402006891,0.8389159159104409,3639
60,1.4669435738100163,1.4534117197328689,1.9207240303423625,4.276143412596139,-0.6182510195672103,0.860955731423062,3639
61,1.449629767511433,1.3328445080251083,1.771006346657833,3.945707687166997,-0.5225469207134703,0.8817875040457609,3639
62,1.4465266140219362,1.8204365866824341,2.271712677416172,5.254889806486318,-1.4534263228217008,0.8054953648019143,3639
63,1.4526764276654724,1.8591386727429773,2.3270449480096533,5.398752682738659,-1.511678691485584,0.7959048445851111,3639
64,1.4161136352289663,1.7612307281997315,2.2105600549895805,5.102460662816393,-1.3429875988395503,0.8158262257564027,3639
65,1.4209122266315954,1.3081534611847938,1.7418604457565572,3.8765658103764116,-0.5201096866248105,0.8856463933241346,3639
66,1.4261176515298648,1.321650663094391,1.7509601957522607,3.9154042437644705,-0.5075886415301787,0.8844484703396286,3639
67,1.390855358401521,1.7176630738738736,2.1696558681839355,4.985603577795839,-1.186947856902028,0.8225790653680448,3639
68,1.434288404671611,1.6881508949072226,2.118579439614376,4.9397495894807495,-1.208284225526764,0.8308341643077478,3639
69,1.4430387735721084,1.4512593415321378,1.893665338496178,4.24003970552497,-0.8145305301239609,0.8648457795301892,3639
70,1.4012079954501602,1.2977206976278106,1.7382144864237274,3.8641798643951653,-0.32208488288244136,0.8861246087349802,3639
71,1.4308153008281033,1.30955905290579,1.7543750914070197,3.938886400423524,-0.11030285933018386,0.8839973107896117,3639
72,1.4474018247131075,1.4114645637958776,1.8711751684376183,4.129939281078896,-0.6711285662670717,0.8680370416264453,3639
73,1.4033611663914718,1.5232031398436694,1.9591712416217206,4.4887353714438465,-0.8591939659359757,0.8553335093042382,3639
74,1.397606349451935,1.410228033188969,1.8511778598288142,4.186876916930373,-0.3722222273937455,0.8708425544637712,3639
75,1.375379257535155,1.524534692473384,1.983021081442733,4.500471534679686,-0.9414177297333761,0.8517898951594971,3639
76,1.3831582269555216,1.700166677111746,2.149997181248182,4.938674333847698,-1.3040671850436663,0.8257796294327748,3639
77,1.406872996780883,1.316883091875471,1.7362186048669328,3.891975194988421,-0.5926265360136942,0.886385970388944,3639
