epoch,train_loss,val_accuracy,val_macro_f1
1,0.5769582150661751,0.969771915361363,0.9246074546496263
2,0.18502706928624263,0.973344325364111,0.9502410945219399
3,0.1144432063680834,0.9744435284418796,0.9513528167099295
4,0.08366272046630663,0.9752679307502061,0.9460832898515915
5,0.06305895903373322,0.973344325364111,0.9428343606515399
6,0.05586218942658364,0.9771915361363012,0.9521681098408655
7,0.04507661253396549,0.9689475130530365,0.9460457838797626
8,0.04285284288069801,0.9760923330585326,0.9431948330642081
9,0.03863840818579515,0.9804891453696071,0.9564575053472616
10,0.03347251439926507,0.9738939269029954,0.9553688463053155
11,0.0301923370346867,0.9791151415223963,0.9508499424913343
12,0.028653659599723866,0.9760923330585326,0.9536122672193036
13,0.028499220387112726,0.9769167353668591,0.9543742012529185
14,0.025932120584236197,0.9758175322890904,0.9447787931612333
15,0.01775934814871946,0.9722451222863424,0.9414217666278876
16,0.020291781080623794,0.9769167353668591,0.9504961425195467
17,0.018504571205075624,0.9796647430612806,0.9466742547876245
18,0.01630152950330515,0.9758175322890904,0.934720293394217
19,0.015691061936072205,0.9766419345974169,0.9525474037224255
20,0.01931928475710434,0.9758175322890904,0.9436075352636225
21,0.017689836538736854,0.9769167353668591,0.9440010442756324
22,0.014222198237026184,0.9771915361363012,0.9495873316064906
23,0.015794972230451176,0.9749931299807639,0.9527506154380474
24,0.013679518108208591,0.9769167353668591,0.9521234473364585
25,0.013435895946239229,0.9766419345974169,0.9519560188911139
26,0.013530812157389955,0.9777411376751854,0.9531633264620398
27,0.013708987238366391,0.9741687276724375,0.9518035765638123
28,0.011947951707283654,0.9782907392140698,0.9571392712075838
29,0.008357631879356425,0.9749931299807639,0.9506440232161125
30,0.011894588080884104,0.9774663369057434,0.9547852299320859
31,0.010411589887519633,0.9802143446001649,0.9573433472980143
32,0.01253785391679026,0.9766419345974169,0.951388597947742
33,0.01517097423726919,0.9725199230557846,0.9535836940436194
34,0.012079373840755076,0.9782907392140698,0.9644309994935499
35,0.008741837042153094,0.9796647430612806,0.9635036870651091
36,0.010153045541233682,0.9771915361363012,0.954321487871869
37,0.009513641752022507,0.9804891453696071,0.9547993018106331
38,0.0110385699757423,0.9796647430612806,0.9548979437675735
39,0.010988802902195966,0.9755427315196482,0.9501420722005723
40,0.007728161297099047,0.9755427315196482,0.9448418175169937
41,0.006080148914379863,0.9791151415223963,0.9577707258384819
42,0.011503926012819094,0.9796647430612806,0.954721229464248
43,0.008404213344608507,0.9766419345974169,0.950213144970639
44,0.010740146334300784,0.973344325364111,0.9468966998211921
45,0.008003955721492404,0.9769167353668591,0.9451050175148737
46,0.010441636732144564,0.9782907392140698,0.9522021419129619
47,0.009316495716761264,0.9777411376751854,0.9513225995101274
48,0.008375135053846825,0.9758175322890904,0.945076225068217
49,0.008091210456375491,0.9810387469084914,0.9679097516988071
50,0.009056072514660092,0.9796647430612806,0.9540036383183488
51,0.008162778626044361,0.9802143446001649,0.9584649160573512
52,0.007416540673885986,0.9782907392140698,0.9594259146301567
53,0.00836600599700466,0.9788403407529541,0.9485663856278254
54,0.007467675482985214,0.9747183292113218,0.9456829509174008
55,0.00664767016184992,0.9785655399835119,0.9503038898628008
56,0.007276807876465658,0.9766419345974169,0.9569814699484444
57,0.006170447757906618,0.9771915361363012,0.9523046850037877
58,0.008774733107940203,0.9722451222863424,0.9478707803378822
59,0.005733434485841725,0.9796647430612806,0.9496973079833453
60,0.0071221713121086185,0.9766419345974169,0.9523230716234937
