epoch,train_loss,val_mae_cm,val_rmse_cm,val_mape_percent,val_bias_cm,val_r2,val_n
1,29.12233409952497,23.224585591059657,23.883437344582713,67.84435598904062,-23.224585591059657,-20.498928471748513,3639
2,13.954831902776952,6.590463226330939,7.895561851500463,18.31530510306476,-6.275876736830932,-1.3495745648923765,3639
3,3.7956532625460713,3.6179298307581833,4.565516477153741,10.207211231130097,-2.7445690131967098,0.21439727520126972,3639
4,3.088379090071611,4.104648713260995,4.908801846468715,11.537852245692177,-3.8014005911025937,0.09181535538859731,3639
5,2.8598862268667684,2.9904233938260667,3.70462445380514,8.559021190602218,-2.1973193075080992,0.48273686177789465,3639
6,2.6835909911691034,3.183635150315048,3.87568643647063,8.987567358567903,-2.814167489714595,0.43386446128005296,3639
7,2.4950339108151574,3.3268912268982187,4.038588711425567,9.335448427087671,-2.9109441825864604,0.3852728336693353,3639
8,2.3516719268600292,3.0166323358588705,3.6728738304563904,8.52829388787445,-2.6636796580726347,0.4915653130704797,3639
9,2.27733395906186,2.5731177333948145,3.302921636353856,7.2282805721299805,-1.8186636125690894,0.5888316359582809,3639
10,2.1800554626493205,3.6791700681312687,4.421788696986322,10.261416702154712,-3.4517869406855017,0.2630820717066066,3639
11,2.077914529307624,2.551135519436016,3.2641206587447553,7.181144204267347,-1.8666249002916337,0.5984352706870157,3639
12,2.047747445283769,3.0434952495058147,3.6901357513619537,8.653406311858825,-2.794137999263888,0.4867749587203295,3639
13,2.0374788849770358,2.6503277909922778,3.4176762054785232,7.396443366234892,-1.9928798701744153,0.5597645799890152,3639
14,1.9456579989217029,2.6468703303241443,3.38021057595704,7.390524129902752,-1.9729411069362102,0.5693636710925476,3639
15,1.8939778183472644,2.945945632821356,3.685534569447921,8.225051558589104,-2.5711207000656944,0.4880540279532102,3639
16,1.8211187930798443,2.388513755326613,3.0511633054889105,6.752894717767112,-1.7223590841395542,0.6491236815484631,3639
17,1.8107009608063114,2.4129494113822534,3.1015988321636065,6.795824963692978,-1.8642189359232502,0.6374278841052536,3639
18,1.735476719756995,2.522911599063061,3.2207023893473035,7.090482318693357,-1.9029255830576604,0.6090471863792681,3639
19,1.707191041145183,2.610517230850224,3.379048819987949,7.3064212891699745,-2.028437010368563,0.5696596339270834,3639
20,1.673470086590508,2.99888725207382,3.68832282248997,8.382783242658016,-2.662866476572094,0.48727912008431185,3639
